,digraph,inter-key,uut,ddt,userNo
15235,g9,320,464,384,059
15236,90,-48,48,96,059
15237,02,128,232,224,059
15238,20,-40,72,64,059
15239,gu,37,118,117,059
15240,ui,114,195,195,059
15241,in,36,117,117,059
15242,ni,37,93,118,059
15243,in,-6,77,50,059
15244,al,114,195,195,059
15245,lg,37,118,118,059
15246,g9,228,386,309,059
15247,90,-42,41,116,059
15248,02,113,235,196,059
15249,20,-6,77,116,059
15250,gu,3,78,81,059
15251,ui,111,190,186,059
15252,in,35,114,114,059
15253,ni,3,81,82,059
15254,in,-7,74,71,059
15255,al,73,152,152,059
15256,lg,73,152,152,059
15257,g9,261,415,340,059
15258,90,-42,39,112,059
15259,02,111,226,192,059
15260,20,-40,77,75,059
15261,gu,128,192,200,059
15262,ui,104,184,168,059
15263,in,64,136,144,059
15264,ni,1,80,73,059
15265,in,1,56,80,059
15266,al,88,168,168,059
15267,lg,136,200,216,059
15268,g9,216,376,280,059
15269,90,-32,64,128,059
15270,02,136,216,232,059
15271,20,-40,64,40,059
15272,gu,35,114,114,059
15273,ui,111,190,190,059
15274,in,45,124,124,059
15275,ni,36,117,115,059
15276,in,-6,75,75,059
15277,al,3,78,119,059
15278,lg,110,189,185,059
15279,g9,222,340,301,059
15280,90,-6,75,112,059
15281,02,110,229,191,059
15282,20,-6,112,113,059
15283,gu,3,82,85,059
15284,ui,115,198,194,059
15285,in,38,120,121,059
15286,ni,38,84,120,059
15287,in,-6,78,40,059
15288,al,77,120,159,059
15289,lg,77,199,120,059
15290,g9,194,316,316,059
15291,90,-43,42,79,059
15292,02,155,240,240,059
15293,20,-6,99,79,059
15294,gu,32,104,104,059
15295,ui,88,168,160,059
15296,in,56,104,136,059
15297,ni,48,120,96,059
15298,in,-32,32,40,059
15299,al,80,152,152,059
15300,lg,72,136,144,059
15301,g9,272,392,336,059
15302,90,-32,56,88,059
15303,02,104,200,192,059
15304,20,-32,88,64,059
15305,gu,38,120,120,059
15306,ui,77,160,159,059
15307,in,37,120,120,059
15308,ni,38,121,121,059
15309,in,-44,41,39,059
15310,al,38,121,120,059
15311,lg,194,276,277,059
15312,g9,273,435,355,059
15313,90,-44,41,118,059
15314,02,116,237,201,059
15315,20,-42,80,79,059
15316,gu,40,104,112,059
15317,ui,88,160,152,059
15318,in,88,144,160,059
15319,ni,24,88,80,059
15320,in,0,64,64,059
15321,al,40,104,120,059
15322,lg,80,152,144,059
15323,g9,288,400,360,059
15324,90,-40,72,72,059
15325,02,96,200,208,059
15326,20,-24,72,80,059
15327,gu,35,114,114,059
15328,ui,73,189,152,059
15329,in,73,152,189,059
15330,ni,3,80,82,059
15331,in,-6,75,71,059
15332,al,36,146,115,059
15333,lg,12,128,122,059
15334,g9,260,402,376,059
15335,90,-6,74,136,059
15336,02,73,192,153,059
15337,20,-6,112,113,059
15338,gu,3,78,81,059
15339,ui,110,189,185,059
15340,in,36,115,115,059
15341,ni,36,80,115,059
15342,in,-6,75,38,059
15343,al,36,115,115,059
15344,lg,110,189,189,059
15345,g9,261,415,340,059
15346,90,-42,39,112,059
15347,02,111,227,192,059
15348,20,-41,76,75,059
15349,gu,36,114,115,059
15350,ui,73,165,151,059
15351,in,72,114,164,059
15352,ni,36,128,78,059
15353,in,-6,75,86,059
15354,al,35,114,114,059
15355,lg,73,152,152,059
15356,g9,185,339,264,059
15357,90,-42,39,112,059
15358,02,110,229,191,059
15359,20,-6,75,113,059
15360,gu,3,79,122,059
15361,ui,75,194,151,059
15362,in,74,117,193,059
15363,ni,36,118,79,059
15364,in,-43,40,39,059
15365,al,74,155,117,059
15366,lg,113,194,194,059
15367,g9,227,385,308,059
15368,90,-43,78,115,059
15369,02,75,193,196,059
15370,20,-41,79,77,059
15371,gu,24,104,112,059
15372,ui,104,192,184,059
15373,in,40,112,128,059
15374,ni,32,120,104,059
15375,in,-8,80,80,059
15376,al,64,160,152,059
15377,lg,81,177,177,059
15378,g9,256,400,352,059
15379,90,-56,63,88,059
15380,02,105,209,224,059
15381,20,-64,79,40,059
15382,gu,48,120,120,059
15383,ui,80,160,152,059
15384,in,80,152,160,059
15385,ni,1,96,73,059
15386,in,0,48,95,059
15387,al,24,89,96,059
15388,lg,95,159,160,059
15389,g9,272,424,336,059
15390,90,-48,56,104,059
15391,02,120,232,224,059
15392,20,-64,80,48,059
15393,gu,36,115,115,059
15394,ui,110,189,189,059
15395,in,35,114,114,059
15396,ni,36,117,115,059
15397,in,-6,75,75,059
15398,al,73,152,189,059
15399,lg,408,487,487,059
15400,g9,446,551,525,059
15401,90,-6,74,99,059
15402,02,111,266,191,059
15403,20,-6,75,149,059
15404,gu,37,118,117,059
15405,ui,87,208,168,059
15406,in,-6,77,115,059
15407,ni,36,120,119,059
15408,in,-6,48,78,059
15409,al,37,118,117,059
15410,lg,113,193,194,059
15411,g9,189,347,269,059
15412,90,-42,78,116,059
15413,02,113,232,233,059
15414,20,-42,99,77,059
15415,gu,37,118,118,059
15416,ui,113,194,194,059
15417,in,37,130,118,059
15418,ni,3,83,96,059
15419,in,-6,77,74,059
15420,al,3,80,84,059
15421,lg,75,194,152,059
15422,g9,152,272,271,059
15423,90,-43,79,77,059
15424,02,113,253,235,059
15425,20,-42,79,98,059
15426,gu,37,117,117,059
15427,ui,113,194,193,059
15428,in,36,117,117,059
15429,ni,37,118,118,059
15430,in,-43,78,38,059
15431,al,75,156,155,059
15432,lg,36,117,117,059
15433,g9,304,462,385,059
15434,90,-43,40,115,059
15435,02,113,269,196,059
15436,20,-41,79,115,059
15437,gu,48,128,136,059
15438,ui,104,192,184,059
15439,in,64,136,152,059
15440,ni,32,120,104,059
15441,in,8,80,96,059
15442,al,432,520,512,059
15443,lg,32,128,120,059
15444,g9,256,416,352,059
15445,90,-48,48,112,059
15446,02,120,209,216,059
15447,20,-57,95,32,059
15448,gu,37,118,118,059
15449,ui,75,156,156,059
15450,in,75,156,156,059
15451,ni,36,92,117,059
15452,in,37,79,93,059
15453,al,36,117,117,059
15454,lg,75,156,156,059
15455,g9,190,349,271,059
15456,90,-43,40,116,059
15457,02,114,271,197,059
15458,20,-42,79,115,059
15459,ma,-7,99,112,095
15460,ar,27,97,133,095
15461,rc,80,202,150,095
15462,ci,-10,101,112,095
15463,ia,-21,85,90,095
15464,au,32,149,138,095
15465,kn,-53,69,96,095
15466,ne,59,155,181,095
15467,ev,61,183,157,095
15468,vo,-10,96,112,095
15469,ol,54,166,160,095
15470,lt,10,106,122,095
15471,ta,33,134,129,095
15472,ag,6,133,107,095
15473,ge,34,123,161,095
15474,eb,373,479,462,095
15475,ba,37,159,143,095
15476,ai,6,118,128,095
15477,is,-27,74,85,095
15478,ss,62,173,163,095
15479,se,61,167,172,095
15480,ma,29,164,145,095
15481,ar,-7,83,128,095
15482,rc,98,220,188,095
15483,ci,-37,85,85,095
15484,ia,-15,98,107,095
15485,au,-7,115,106,095
15486,kn,-58,53,96,095
15487,ne,24,119,135,095
15488,ev,99,185,194,095
15489,vo,50,151,136,095
15490,ol,57,174,158,095
15491,lt,30,115,147,095
15492,ta,31,132,116,095
15493,ag,22,129,123,095
15494,ge,10,106,117,095
15495,eb,654,760,750,095
15496,ba,28,150,134,095
15497,ai,-5,114,117,095
15498,is,-7,72,112,095
15499,ss,69,175,148,095
15500,se,76,188,182,095
15501,ma,-31,117,102,095
15502,ar,35,126,183,095
15503,rc,88,206,179,095
15504,ci,-38,84,80,095
15505,ia,-15,91,107,095
15506,au,-21,112,85,095
15507,kn,-59,63,101,095
15508,ne,33,124,155,095
15509,ev,90,196,181,095
15510,vo,66,172,172,095
15511,ol,59,171,165,095
15512,lt,16,112,128,095
15513,ta,65,160,161,095
15514,ag,48,160,143,095
15515,ge,29,124,141,095
15516,eb,433,539,528,095
15517,ba,16,146,122,095
15518,ai,-7,96,123,095
15519,is,-7,83,96,095
15520,ss,82,172,172,095
15521,se,70,176,160,095
15522,ma,-14,119,117,095
15523,ar,70,165,203,095
15524,rc,90,216,185,095
15525,ci,-9,92,117,095
15526,ia,-16,115,85,095
15527,au,-13,119,118,095
15528,kn,-47,61,107,095
15529,ne,-8,99,100,095
15530,ev,73,191,180,095
15531,vo,-6,84,112,095
15532,ol,66,204,156,095
15533,lt,-37,64,101,095
15534,ta,23,130,124,095
15535,ag,51,153,158,095
15536,ge,-32,69,70,095
15537,eb,338,449,439,095
15538,ba,29,140,140,095
15539,ai,11,130,122,095
15540,is,-7,78,112,095
15541,ss,62,158,147,095
15542,se,68,169,164,095
15543,ma,-10,122,96,095
15544,ar,28,102,160,095
15545,rc,105,222,179,095
15546,ci,22,129,139,095
15547,ia,-21,90,86,095
15548,au,26,148,137,095
15549,kn,-58,58,96,095
15550,ne,73,163,189,095
15551,ev,83,195,173,095
15552,vo,11,101,123,095
15553,ol,75,171,165,095
15554,lt,5,96,101,095
15555,ta,47,169,138,095
15556,ag,80,186,202,095
15557,ge,74,148,180,095
15558,eb,257,353,331,095
15559,ba,90,196,186,095
15560,ai,73,163,179,095
15561,is,37,149,127,095
15562,ss,62,163,174,095
15563,se,105,177,206,095
15564,ma,-8,146,91,095
15565,ar,23,103,177,095
15566,rc,102,213,182,095
15567,ci,-10,107,101,095
15568,ia,-21,90,96,095
15569,au,6,101,117,095
15570,kn,-69,53,80,095
15571,ne,34,135,156,095
15572,ev,95,212,196,095
15573,vo,39,129,156,095
15574,ol,70,185,160,095
15575,lt,-8,103,107,095
15576,ta,46,179,157,095
15577,ag,16,159,149,095
15578,ge,11,133,154,095
15579,eb,262,363,384,095
15580,ba,49,166,150,095
15581,ai,45,157,162,095
15582,is,-11,95,101,095
15583,ss,59,182,165,095
15584,se,81,208,204,095
15585,ma,-13,130,91,095
15586,ar,39,140,182,095
15587,rc,92,215,193,095
15588,ci,-16,98,107,095
15589,ia,-8,104,106,095
15590,au,16,147,128,095
15591,kn,-69,53,91,095
15592,ne,11,117,133,095
15593,ev,49,191,155,095
15594,vo,-14,92,128,095
15595,ol,59,179,165,095
15596,lt,-8,98,112,095
15597,ta,51,189,157,095
15598,ag,16,178,154,095
15599,ge,-7,104,155,095
15600,eb,412,502,523,095
15601,ba,66,183,156,095
15602,ai,23,124,140,095
15603,is,10,138,111,095
15604,ss,86,214,214,095
15605,se,84,206,212,095
15606,ma,5,117,117,095
15607,ar,118,203,230,095
15608,rc,117,224,202,095
15609,ci,34,135,141,095
15610,ia,5,106,106,095
15611,au,56,194,157,095
15612,kn,-58,69,80,095
15613,ne,-42,59,85,095
15614,ev,80,186,181,095
15615,vo,11,112,117,095
15616,ol,39,166,140,095
15617,lt,-21,96,106,095
15618,ta,30,141,147,095
15619,ag,42,175,153,095
15620,ge,6,96,139,095
15621,eb,318,424,408,095
15622,ba,39,159,145,095
15623,ai,-8,99,112,095
15624,is,5,95,112,095
15625,ss,67,184,157,095
15626,se,74,176,191,095
15627,ma,-8,138,96,095
15628,ar,-13,78,133,095
15629,rc,86,213,177,095
15630,ci,-36,82,91,095
15631,ia,-12,94,106,095
15632,au,-10,112,96,095
15633,kn,-47,74,102,095
15634,ne,101,197,222,095
15635,ev,119,215,215,095
15636,vo,80,202,176,095
15637,ol,72,190,194,095
15638,lt,5,95,123,095
15639,ta,95,212,185,095
15640,ag,118,208,235,095
15641,ge,53,149,143,095
15642,eb,375,476,471,095
15643,ba,23,148,124,095
15644,ai,-7,115,118,095
15645,is,-21,74,101,095
15646,ss,62,179,157,095
15647,se,59,165,176,095
15648,ma,-8,144,106,095
15649,ar,-8,87,144,095
15650,rc,136,253,231,095
15651,ci,64,158,181,095
15652,ia,-8,93,86,095
15653,au,97,204,198,095
15654,kn,-47,58,107,095
15655,ne,90,164,195,095
15656,ev,81,203,155,095
15657,vo,11,96,133,095
15658,ol,61,173,146,095
15659,lt,29,119,141,095
15660,ta,42,154,132,095
15661,ag,29,159,141,095
15662,ge,-8,99,122,095
15663,eb,327,422,434,095
15664,ba,11,136,106,095
15665,ai,-8,109,117,095
15666,is,-37,69,80,095
15667,ss,63,164,169,095
15668,se,64,186,165,095
15669,ma,24,152,136,095
15670,ar,60,129,188,095
15671,rc,84,206,153,095
15672,ci,-21,88,101,095
15673,ia,-8,98,101,095
15674,au,-15,118,91,095
15675,kn,-48,58,111,095
15676,ne,521,621,627,095
15677,ev,101,229,201,095
15678,vo,42,132,170,095
15679,ol,62,174,152,095
15680,lt,6,101,118,095
15681,ta,71,183,166,095
15682,ag,44,161,156,095
15683,ge,30,126,147,095
15684,eb,378,478,474,095
15685,ba,99,221,199,095
15686,ai,47,172,169,095
15687,is,-8,88,117,095
15688,ss,70,182,166,095
15689,se,89,195,201,095
15690,ma,-12,134,101,095
15691,ar,-13,93,133,095
15692,rc,82,199,188,095
15693,ci,-10,101,107,095
15694,ia,-26,75,85,095
15695,au,24,122,125,095
15696,kn,-47,64,91,095
15697,ne,114,210,225,095
15698,ev,80,192,176,095
15699,vo,11,106,123,095
15700,ol,61,168,156,095
15701,lt,16,101,123,095
15702,ta,52,159,137,095
15703,ag,43,160,150,095
15704,ge,35,120,152,095
15705,eb,553,659,638,095
15706,ba,93,204,199,095
15707,ai,11,117,122,095
15708,is,-5,96,101,095
15709,ss,72,168,173,095
15710,se,85,181,181,095
15711,ma,16,152,149,095
15712,ar,-8,93,128,095
15713,rc,103,226,204,095
15714,ci,-11,101,112,095
15715,ia,-21,103,91,095
15716,au,-12,110,112,095
15717,kn,-48,64,101,095
15718,ne,41,132,153,095
15719,ev,65,182,156,095
15720,vo,10,106,127,095
15721,ol,57,158,153,095
15722,lt,11,107,112,095
15723,ta,40,130,136,095
15724,ag,34,174,124,095
15725,ge,-6,84,134,095
15726,eb,473,574,563,095
15727,ba,27,163,128,095
15728,ai,-8,109,128,095
15729,is,-16,85,101,095
15730,ss,74,175,175,095
15731,se,79,175,180,095
15732,ma,-9,124,106,095
15733,ar,11,101,144,095
15734,rc,100,220,190,095
15735,ci,-13,109,107,095
15736,ia,-27,85,95,095
15737,au,5,117,117,095
15738,kn,-85,42,91,095
15739,ne,-21,80,106,095
15740,ev,134,235,235,095
15741,vo,159,271,260,095
15742,ol,55,186,167,095
15743,lt,-8,104,123,095
15744,ta,77,188,189,095
15745,ag,80,181,191,095
15746,ge,56,163,157,095
15747,eb,486,587,593,095
15748,ba,78,195,179,095
15749,ai,67,179,184,095
15750,is,10,117,122,095
15751,ss,67,190,174,095
15752,se,84,191,207,095
15753,ma,10,160,101,095
15754,ar,-6,100,144,095
15755,rc,95,212,201,095
15756,ci,30,145,147,095
15757,ia,-8,88,107,095
15758,au,37,128,133,095
15759,kn,-58,53,96,095
15760,ne,11,112,122,095
15761,ev,189,308,290,095
15762,vo,-7,83,112,095
15763,ol,83,179,173,095
15764,lt,42,127,138,095
15765,ta,71,172,156,095
15766,ag,63,185,164,095
15767,ge,16,117,138,095
15768,eb,376,488,477,095
15769,ba,52,169,164,095
15770,ai,63,154,180,095
15771,is,16,133,107,095
15772,ss,67,184,184,095
15773,se,81,198,198,095
15774,ma,52,174,174,095
15775,ar,55,140,177,095
15776,rc,102,213,187,095
15777,ci,-10,96,101,095
15778,ia,-15,96,91,095
15779,au,16,117,127,095
15780,kn,-64,47,95,095
15781,ne,11,112,122,095
15782,ev,105,184,206,095
15783,vo,61,167,140,095
15784,ol,83,179,189,095
15785,lt,61,140,157,095
15786,ta,78,169,157,095
15787,ag,82,177,173,095
15788,ge,81,166,176,095
15789,eb,457,531,542,095
15790,ba,80,203,154,095
15791,ai,62,146,185,095
15792,is,51,162,135,095
15793,ss,72,183,183,095
15794,se,111,191,222,095
15795,ma,-21,133,64,095
15796,ar,40,130,194,095
15797,rc,85,213,175,095
15798,ci,-37,64,91,095
15799,ia,16,140,117,095
15800,au,-7,110,117,095
15801,kn,-13,102,128,095
15802,ne,-8,87,107,095
15803,ev,75,202,170,095
15804,vo,11,117,138,095
15805,ol,77,194,183,095
15806,lt,6,107,123,095
15807,ta,158,252,259,095
15808,ag,65,197,159,095
15809,ge,29,141,161,095
15810,eb,377,484,489,095
15811,ba,21,133,128,095
15812,ai,6,123,118,095
15813,is,-5,101,112,095
15814,ss,80,187,186,095
15815,se,91,187,198,095
15816,ma,38,171,123,095
15817,ar,32,116,165,095
15818,rc,93,217,177,095
15819,ci,-7,102,117,095
15820,ia,-7,93,102,095
15821,au,16,117,116,095
15822,kn,244,361,420,095
15823,ne,968,1075,1085,095
15824,ev,246,363,353,095
15825,vo,27,133,144,095
15826,ol,78,200,184,095
15827,lt,-10,96,112,095
15828,ta,40,163,146,095
15829,ag,80,197,203,095
15830,ge,32,139,149,095
15831,eb,348,438,455,095
15832,ba,67,211,157,095
15833,ai,11,117,155,095
15834,is,16,138,122,095
15835,ss,63,196,185,095
15836,se,83,194,216,095
15837,ma,5,112,101,095
15838,ar,78,158,185,095
15839,rc,107,219,187,095
15840,ci,-21,95,91,095
15841,ia,-15,88,101,095
15842,au,-7,88,96,095
15843,kn,-47,59,112,095
15844,ne,40,130,146,095
15845,ev,95,202,185,095
15846,vo,43,102,150,095
15847,ol,89,185,148,095
15848,lt,22,128,118,095
15849,ta,60,155,166,095
15850,ag,66,182,161,095
15851,ge,37,138,153,095
15852,eb,440,520,541,095
15853,ba,79,196,159,095
15854,ai,51,143,168,095
15855,is,-12,73,80,095
15856,ss,108,199,193,095
15857,se,109,199,200,095
15858,ma,-26,147,91,095
15859,ar,-8,82,165,095
15860,rc,89,216,179,095
15861,ci,-20,107,107,095
15862,ia,-10,103,117,095
15863,au,-7,99,106,095
15864,kn,-58,53,96,095
15865,ne,6,107,117,095
15866,ev,46,169,147,095
15867,vo,11,111,134,095
15868,ol,73,190,173,095
15869,lt,-15,101,102,095
15870,ta,41,153,157,095
15871,ag,32,160,144,095
15872,ge,59,166,187,095
15873,eb,274,364,381,095
15874,ba,63,180,153,095
15875,ai,42,157,159,095
15876,is,-8,114,107,095
15877,ss,86,203,208,095
15878,se,76,204,193,095
15879,ma,-53,90,96,095
15880,ar,36,110,179,095
15881,rc,98,221,172,095
15882,ci,-32,88,91,095
15883,ia,-8,105,112,095
15884,au,-6,116,107,095
15885,kn,-27,96,123,095
15886,ne,-16,74,107,095
15887,ev,75,208,165,095
15888,vo,-15,101,118,095
15889,ol,62,174,178,095
15890,lt,16,122,128,095
15891,ta,16,134,122,095
15892,ag,36,169,154,095
15893,ge,-15,85,118,095
15894,eb,280,371,380,095
15895,ba,43,163,134,095
15896,ai,-7,106,113,095
15897,is,-7,94,106,095
15898,ss,75,182,176,095
15899,se,77,184,184,095
15900,ma,-8,125,117,095
15901,ar,57,131,190,095
15902,rc,102,203,176,095
15903,ci,-15,80,86,095
15904,ia,16,123,111,095
15905,au,-16,90,91,095
15906,kn,-53,64,80,095
15907,ne,-16,85,101,095
15908,ev,72,179,173,095
15909,vo,-27,85,80,095
15910,ol,37,156,149,095
15911,lt,-7,99,112,095
15912,ta,11,139,117,095
15913,ag,10,135,138,095
15914,ge,-12,89,113,095
15915,eb,160,256,261,095
15916,ba,33,140,129,095
15917,ai,16,122,123,095
15918,is,-15,80,91,095
15919,ss,68,141,163,095
15920,se,79,170,152,095
15921,ma,-27,112,80,095
15922,ar,-6,90,133,095
15923,rc,89,206,185,095
15924,ci,-16,91,101,095
15925,ia,-11,111,96,095
15926,au,-10,117,112,095
15927,kn,-63,48,123,095
15928,ne,124,219,235,095
15929,ev,88,210,183,095
15930,vo,16,133,138,095
15931,ol,49,190,166,095
15932,lt,-8,99,133,095
15933,ta,33,139,140,095
15934,ag,67,184,173,095
15935,ge,22,117,139,095
15936,eb,604,734,699,095
15937,ba,-8,120,122,095
15938,ai,30,147,158,095
15939,is,-16,85,101,095
15940,ss,77,168,178,095
15941,se,119,209,210,095
15942,ma,27,139,133,095
15943,ar,41,120,153,095
15944,rc,109,221,188,095
15945,ci,-32,99,80,095
15946,ia,-8,110,123,095
15947,au,-12,121,106,095
15948,kn,-63,59,101,095
15949,ne,30,136,152,095
15950,ev,82,199,188,095
15951,vo,62,169,179,095
15952,ol,79,193,186,095
15953,lt,-7,105,107,095
15954,ta,110,211,222,095
15955,ag,75,176,176,095
15956,ge,74,164,175,095
15957,eb,900,1001,990,095
15958,ba,91,229,192,095
15959,ai,55,156,193,095
15960,is,10,149,111,095
15961,ss,70,214,209,095
15962,se,89,217,233,095
15963,ma,-27,115,80,095
15964,ar,-8,71,134,095
15965,rc,95,196,174,095
15966,ci,-16,106,85,095
15967,ia,-32,88,90,095
15968,au,-8,109,112,095
15969,kn,-58,70,85,095
15970,ne,819,920,947,095
15971,ev,134,240,235,095
15972,vo,35,136,141,095
15973,ol,62,174,163,095
15974,lt,-10,91,102,095
15975,ta,28,124,129,095
15976,ag,29,148,125,095
15977,ge,-7,104,112,095
15978,eb,560,667,671,095
15979,ba,28,151,135,095
15980,ai,-16,95,107,095
15981,is,-10,102,101,095
15982,ss,46,173,158,095
15983,se,59,171,186,095
15984,ma,-10,122,112,095
15985,ar,48,138,180,095
15986,rc,80,210,170,095
15987,ci,-7,110,123,095
15988,ia,-21,87,96,095
15989,au,-7,125,101,095
15990,kn,56,168,162,095
15991,ne,209,305,321,095
15992,ev,119,241,215,095
15993,vo,54,155,176,095
15994,ol,81,193,182,095
15995,lt,44,135,156,095
15996,ta,70,171,161,095
15997,ag,48,181,149,095
15998,ge,16,123,149,095
15999,eb,289,396,396,095
16000,ba,5,141,112,095
16001,ai,-8,109,128,095
16002,is,-32,69,85,095
16003,ss,65,166,166,095
16004,se,58,170,159,095
16005,cl,-32,48,56,057
16006,le,16,137,96,057
16007,er,-41,50,80,057
16008,rc,69,150,160,057
16009,no,67,168,241,057
16010,ou,-18,56,83,057
16011,um,88,193,162,057
16012,m2,39,159,144,057
16013,2a,-75,72,45,057
16014,a5,88,320,235,057
16015,50,-67,176,165,057
16016,cl,-16,55,103,057
16017,le,26,168,97,057
16018,er,-63,64,79,057
16019,rc,96,200,223,057
16020,no,136,256,397,057
16021,ou,-31,40,89,057
16022,um,88,168,159,057
16023,m2,-7,176,73,057
16024,2a,-104,56,79,057
16025,a5,40,336,200,057
16026,50,-128,104,168,057
16027,cl,-9,68,96,057
16028,le,-5,139,72,057
16029,er,-56,48,88,057
16030,rc,80,168,184,057
16031,no,104,200,349,057
16032,ou,-32,72,64,057
16033,um,48,136,152,057
16034,m2,32,176,120,057
16035,2a,-80,24,64,057
16036,a5,128,384,232,057
16037,50,-112,160,144,057
16038,cl,-8,55,96,057
16039,le,9,120,72,057
16040,er,-40,49,71,057
16041,rc,101,168,190,057
16042,no,84,184,198,057
16043,ou,-31,67,69,057
16044,um,83,157,181,057
16045,m2,27,160,101,057
16046,2a,-40,48,93,057
16047,a5,128,403,216,057
16048,50,-99,141,176,057
16049,cl,-8,64,88,057
16050,le,32,160,104,057
16051,er,-72,32,56,057
16052,rc,72,168,176,057
16053,no,112,224,285,057
16054,ou,-32,48,80,057
16055,um,104,200,184,057
16056,m2,112,272,208,057
16057,2a,-64,56,96,057
16058,a5,88,392,208,057
16059,50,232,320,536,057
16060,cl,17,73,128,057
16061,le,-16,112,40,057
16062,er,-56,48,72,057
16063,rc,68,144,172,057
16064,no,97,199,511,057
16065,ou,-19,65,83,057
16066,um,72,145,156,057
16067,m2,622,759,695,057
16068,2a,-36,131,101,057
16069,a5,117,417,284,057
16070,50,-117,134,183,057
16071,cl,32,112,128,057
16072,le,16,160,96,057
16073,er,-48,32,96,057
16074,rc,112,176,192,057
16075,no,112,240,432,057
16076,ou,-16,48,112,057
16077,um,80,160,144,057
16078,m2,32,256,112,057
16079,2a,-96,48,128,057
16080,a5,96,288,240,057
16081,50,-80,112,112,057
16082,cl,24,88,120,057
16083,le,-7,168,57,057
16084,er,-79,24,96,057
16085,rc,104,176,207,057
16086,nu,136,320,317,057
16087,uo,-120,8,64,057
16088,om,136,232,264,057
16089,m2,48,192,144,057
16090,2a,-80,32,64,057
16091,a5,80,336,192,057
16092,50,-104,144,152,057
